date,block,bps,txps,mgasps,peers,time,bps_avg
23/06/20 12:26,1908658,162.2,243,53.5,30,3865,152.532203163503
23/06/20 12:26,1909567,181.76,326.3,56.3,30,3870,151.922033996628
23/06/20 12:27,1910503,186.96,216,58.7,30,3875,152.783050946337
23/06/20 12:27,1911157,130.85,159.7,35.9,30,3880,152.95254214593
23/06/20 12:27,1911762,121.2,170.8,37.1,30,3885,153.064406878723
23/06/20 12:27,1912488,145.2,271.6,70,30,3890,153.559321806047
23/06/20 12:27,1913255,153.2,260.6,52.6,30,3895,154.444067896565
23/06/20 12:27,1914020,153.2,279.6,54.1,31,3900,155.586440447107
23/06/20 12:27,1914842,164.33,300.3,51.1,31,3905,156.108474677303
23/06/20 12:27,1915865,204.4,234.4,57.5,31,3910,156.308474677433
23/06/20 12:27,1916783,183.56,223.4,51.6,31,3915,156.511864174547
23/06/20 12:27,1917602,163.84,241.4,53.2,31,3920,156.742372982798
23/06/20 12:27,1918183,116.29,172.9,38.7,31,3925,157.349152308898
23/06/20 12:27,1918962,155.8,221.8,47.8,31,3930,158.200000102386
23/06/20 12:28,1919652,138,251.2,47.9,32,3935,158.813559086386
23/06/20 12:28,1920482,165.7,210.6,47,33,3940,159.664406882994
23/06/20 12:28,1921402,181.6,326.2,52,32,3945,160.722034002323
23/06/20 12:28,1922331,188.12,226.5,45,33,3950,161.447457387563
23/06/20 12:28,1923158,165.4,217.8,47.3,33,3956,160.631756733508
23/06/20 12:28,1923691,106.6,227.8,37.3,33,3960,159.827118406916
23/06/20 12:28,1924402,142.14,297.3,53.7,33,3965,160.00000010355
23/06/20 12:28,1925237,167,278.8,52.9,33,3970,160.389830270488
23/06/20 12:28,1926234,199.2,202.6,52,33,3975,162.503401247809
23/06/20 12:28,1927262,205.76,323.3,55.3,33,3980,163.772881461924
23/06/20 12:28,1928362,219.96,233.6,55.5,33,3985,164.925423484097
23/06/20 12:28,1929176,162.8,213.4,49.3,33,3990,164.213559428311
23/06/20 12:29,1929844,133.27,175.6,40,33,3995,162.654237046789
23/06/20 12:29,1930564,143.97,224.6,46.9,33,4000,161.969491975405
23/06/20 12:29,1931322,151.77,214,47.6,33,4005,161.538982811156
23/06/20 12:29,1932223,180.2,229,48.7,33,4010,161.454237392627
23/06/20 12:29,1933346,224.4,214.6,53.2,33,4015,162.196610274464
23/06/20 12:29,1934334,197.56,203.6,50,33,4020,162.044067556169
23/06/20 12:29,1935146,162.4,239.6,50.9,33,4025,161.101695019518
23/06/20 12:29,1935782,127.4,194.6,44.7,33,4030,160.542372643143
23/06/20 12:29,1936621,167.8,242,53.9,33,4035,160.864407226572
23/06/20 12:29,1937355,146.51,240.5,48.6,33,4040,161.027118405135
23/06/20 12:29,1938126,154,260.8,46.1,33,4045,160.491525527597
23/06/20 12:29,1939183,211.4,285.2,56.9,33,4050,160.637288239556
23/06/20 12:30,1939742,112,166.4,41.2,33,4055,158.271186205835
23/06/20 12:30,1940467,144.88,207.8,45.9,33,4060,157.474576373102
23/06/20 12:30,1941175,141.46,225.9,47.1,33,4065,157.199999766746
23/06/20 12:30,1942042,173.6,275.2,54.2,33,4070,157.796610607879
23/06/20 12:30,1942773,145.97,247.8,49,33,4075,158.369491290435
23/06/20 12:30,1943451,135.8,188.4,41.8,33,4080,158.505084848346
23/06/20 12:30,1944329,175.33,305.9,52.1,33,4085,159.586440781249
23/06/20 12:30,1945325,198.88,226.1,62.3,33,4090,160.555931965157
23/06/20 12:30,1946122,159.77,229,50.6,33,4095,160.481356036065
23/06/20 12:30,1946857,146.8,225,47.4,33,4100,160.393220100991
23/06/20 12:30,1947558,140.4,224.8,47.7,33,4105,160.54576315789
23/06/20 12:30,1948276,143.6,213.6,46.1,32,4110,161.098304845708
23/06/20 12:31,1948917,128.2,244.8,46.2,33,4115,161.393220443435
23/06/20 12:31,1949877,191.92,307.9,56,33,4120,162.657627223914
23/06/20 12:31,1950819,187.6,240.4,49.1,33,4126,163.128378354768
23/06/20 12:31,1951463,129.6,228.8,42.7,33,4130,162.745762817192
23/06/20 12:31,1952162,139.77,339.1,51.9,33,4135,161.189830269301
23/06/20 12:31,1952845,136.6,338.4,56,33,4140,160.684746209123
23/06/20 12:31,1953432,117.38,325.7,66.4,33,4145,160.335592982433
23/06/20 12:31,1954122,138,310,61.4,33,4150,159.562711967674
23/06/20 12:31,1954932,162,356.2,79.9,33,4155,159.610169594824
23/06/20 12:31,1955860,185.6,421,60.1,33,4160,160.006779423599
23/06/20 12:31,1956698,167.6,281.6,45.4,33,4165,159.766101798314
23/06/20 12:31,1957461,152.4,320.8,57.5,33,4170,159.179660780758
23/06/20 12:32,1957894,86.78,229.8,44.7,33,4175,158.430508914725
23/06/20 12:32,1958542,129.57,366.3,76.6,33,4180,158.576270951145
23/06/20 12:32,1959182,127.97,358.3,68.2,33,4185,158.284745865152
23/06/20 12:32,1959588,81.2,635,62.2,33,4190,157.061017050801
23/06/20 12:32,1959630,8.4,91.4,28.8,33,4195,154.610169591588
23/06/20 12:32,1959675,9,90.4,28.8,33,4200,151.976271284798
23/06/20 12:32,1959720,9,88.4,29,33,4205,148.661016728569
23/06/20 12:32,1959766,9.2,94.6,29.7,33,4210,145.705085150558
23/06/20 12:32,1959813,9.4,94,29.9,33,4215,143.088135380906
23/06/20 12:32,1959855,8.4,85.2,27.8,33,4220,141.261017040575
23/06/20 12:32,1959911,11.2,94,35.8,33,4225,138.810169581362
23/06/20 12:32,1959960,9.8,88.6,31.4,33,4230,136.637288224024
23/06/20 12:33,1960000,8,80.8,26.5,33,4235,133.959322120596
23/06/20 12:33,1960044,8.8,85.4,27.4,33,4240,130.989830314112
23/06/20 12:33,1960088,8.8,90.2,29,33,4245,127.989830864054
23/06/20 12:33,1960134,9.2,89.2,29.5,33,4250,125.768707395742
23/06/20 12:33,1960182,9.6,93.6,30.6,33,4255,123.698305164802
23/06/20 12:33,1960223,8.37,83.3,27.2,34,4260,121.427118722654
23/06/20 12:33,1960266,8.6,89,30.1,34,4265,118.742372958205
23/06/20 12:33,1960310,8.8,88,29.2,34,4270,115.511864481538
23/06/20 12:33,1960353,8.6,83,27.4,33,4275,112.17288118949
23/06/20 12:33,1960393,8,77.8,25.6,33,4280,108.579661318603
23/06/20 12:33,1960438,9,87.2,29.7,33,4285,105.972881198689
23/06/20 12:33,1960504,13.2,104.6,42.3,33,4290,103.932203457094
23/06/20 12:34,1960559,11,92.4,38.4,33,4295,101.677965950825
23/06/20 12:34,1960611,10.4,92.6,33.5,33,4300,99.284745826968
23/06/20 12:34,1960659,9.6,93,32.3,33,4305,96.3932204013678
23/06/20 12:34,1960706,9.4,91.4,29.8,33,4310,92.7457625742481
23/06/20 12:34,1960753,9.4,95.2,30.4,33,4315,89.5559324521926
23/06/20 12:34,1960799,9,88.6,29,33,4320,86.9593219048679
23/06/20 12:34,1960848,10,98.8,32.3,33,4325,84.9694915804152
23/06/20 12:34,1960892,8.8,114.6,28.6,33,4330,82.2745761491073
23/06/20 12:34,1960933,8.2,87,27,33,4335,79.9254237805405
23/06/20 12:34,1960975,8.4,87.4,28.8,33,4340,77.4542373382632
23/06/20 12:34,1961022,9.2,93.4,30.4,33,4345,74.0305083647297
23/06/20 12:34,1961066,9,93,31,33,4350,72.2847459635321
23/06/20 12:35,1961111,9,104.8,30,33,4355,69.9796609131132
23/06/20 12:35,1961158,9.4,92.8,29.3,33,4360,67.7389830946875
23/06/20 12:35,1961201,8.6,84.6,28.3,33,4365,64.9457626154978
23/06/20 12:35,1961244,8.4,97.2,28.2,33,4370,62.6135593625568
23/06/20 12:35,1961287,8.8,95.6,30,33,4375,60.4610169882823
23/06/20 12:35,1961330,8.6,86.4,28.4,33,4380,57.630508389064
23/06/20 12:35,1961377,9.4,100.4,30.8,33,4385,54.4135594732047
23/06/20 12:35,1961422,9,92.6,29,33,4390,51.8644067027045
23/06/20 12:35,1961465,8.6,86.2,27.7,33,4395,49.5186440998446
23/06/20 12:35,1961510,8.8,89.4,27.8,33,4400,47.294915184061
23/06/20 12:35,1961552,8.4,85.4,27.7,34,4405,45.0033898596342
23/06/20 12:35,1961594,8.6,88.6,27.9,34,4410,42.9728813837438
23/06/20 12:36,1961638,8.8,90.2,28.7,33,4415,39.8677965510136
23/06/20 12:36,1961682,8.8,101,29.2,33,4420,36.9489796452095
23/06/20 12:36,1961725,8.6,93.4,29.2,33,4425,34.7864406263499
23/06/20 12:36,1961768,8.6,78.4,26.6,33,4430,32.562711885481
23/06/20 12:36,1961816,9.6,93.4,30.1,33,4435,30.4101694464028
23/06/20 12:36,1961859,8.6,87,28,33,4440,28.566101713403
23/06/20 12:36,1961900,8.2,88,28.3,33,4445,26.3661017119791
23/06/20 12:36,1961943,8.6,88.8,29.5,33,4450,23.7661016596511
23/06/20 12:36,1961987,8.8,87.6,29,33,4455,20.7694915831252
23/06/20 12:36,1962029,8.4,84.4,28.2,33,4460,18.0711864138639
23/06/20 12:36,1962072,8.6,83,27.5,33,4465,15.6305084846922
23/06/20 12:36,1962121,9.8,87.8,28.5,33,4470,14.3288135380609
23/06/20 12:37,1962168,9.4,89.4,28.5,33,4475,12.2915254316838
23/06/20 12:37,1962208,8,79.2,26.4,33,4480,10.2576271252827
23/06/20 12:37,1962253,9,88,30.1,33,4485,9.03389829168023
23/06/20 12:37,1962296,8.6,86.8,29.2,33,4490,9.03728814144207
23/06/20 12:37,1962344,9.6,87.2,29,33,4495,9.04745761369401
23/06/20 12:37,1962390,9.2,82.4,27.4,33,4500,9.05084746348474
23/06/20 12:37,1962425,7,68.8,21.9,33,4505,9.01355930865956
23/06/20 12:37,1962470,9,88.6,28.6,33,4510,9.00677966684605
23/06/20 12:37,1962513,8.6,83.2,27.8,33,4515,9.01016949735672
23/06/20 12:37,1962558,9,87.6,29.2,33,4520,8.97288134261822
23/06/20 12:37,1962608,10,92,30.6,33,4525,8.97627119225003
23/06/20 12:37,1962650,8.4,85,28.4,33,4530,8.98305083412856
23/06/20 12:38,1962694,8.8,83.2,27.5,33,4535,8.98305085327137
23/06/20 12:38,1962735,8,78.4,26.4,33,4540,8.97288134261822
23/06/20 12:38,1962777,8.6,88.6,29.1,33,4545,8.95932203969669
23/06/20 12:38,1962822,9,90.4,30.4,33,4550,8.94915254816469
23/06/20 12:38,1962869,9.4,91.8,30.3,33,4555,8.96949151211478
23/06/20 12:38,1962910,8.2,90.6,28.7,33,4560,8.96271187020736
23/06/20 12:38,1962954,8.8,90,28.4,34,4565,8.96271185110789
23/06/20 12:38,1963001,9.4,96.6,30.8,34,4570,8.97627119225003
23/06/20 12:38,1963049,9.6,96.4,30.8,34,4575,9.00338981714923
23/06/20 12:38,1963094,9,95.8,29.7,34,4580,9.00338983633538
23/06/20 12:38,1963140,9.2,94.8,29.9,34,4585,8.93559322612201
23/06/20 12:38,1963186,9.19,95.1,30.4,34,4590,8.90508473254933
23/06/20 12:39,1963229,8.6,92.2,29.7,34,4595,8.87457627692998
23/06/20 12:39,1963278,9.8,99.4,30.3,34,4600,8.87796608852177
23/06/20 12:39,1963328,10,98.6,31.9,34,4605,8.88813559897265
23/06/20 12:39,1963377,9.8,98,30.5,34,4610,8.89491524103899
23/06/20 12:39,1963427,10,96.8,31.3,34,4615,8.90847458203666
23/06/20 12:39,1963472,9,89.2,29,34,4620,8.89491525999399
23/06/20 12:39,1963514,8.4,87.8,28,34,4625,8.8881355800321
23/06/20 12:39,1963556,8.4,85.4,27.1,34,4630,8.89152542948332
23/06/20 12:39,1963602,9.2,89.4,31.4,34,4635,8.90508473254933
23/06/20 12:39,1963648,9.2,94.8,28.9,34,4640,8.90169492101533
23/06/20 12:39,1963983,67,229.8,58.2,34,4645,9.8881355785483
23/06/20 12:39,1964635,130.4,374.2,81.7,34,4650,11.9457627195956
23/06/20 12:40,1965270,126.97,355.5,72.2,34,4655,13.9389830598686
23/06/20 12:40,1965745,95,329.2,67.5,34,4660,15.4033898076529
23/06/20 12:40,1965815,14,109.2,37.5,34,4665,15.4949152642654
23/06/20 12:40,1965863,9.6,96.2,31.8,34,4670,15.5118643837631
23/06/20 12:40,1966055,38.4,173.4,53.6,34,4675,16.0169491970404
23/06/20 12:40,1966482,85.4,225.8,42.2,34,4680,17.3050847200854
23/06/20 12:40,1966521,7.8,89.4,28.8,35,4685,17.2847457738984
23/06/20 12:40,1966667,29.2,119.6,31.1,35,4690,17.6338983164972
23/06/20 12:40,1966692,5,84.8,28,35,4695,17.5661016688506
23/06/20 12:40,1966716,4.8,85.8,29,35,4700,17.5050847570918
23/06/20 12:40,1967441,145,314.8,51.2,35,4705,19.8203389536414
23/06/20 12:40,1968335,178.56,317.5,50.5,36,4710,22.7016949783237
23/06/20 12:41,1969062,145.54,272.9,49.4,36,4715,25.0169491154222
23/06/20 12:41,1969822,151.94,386.4,64.4,36,4720,27.4474576448824
23/06/20 12:41,1970542,143.97,333.3,51.2,36,4725,29.7423729006049
23/06/20 12:41,1971221,135.8,332.6,56.7,36,4730,31.8813558848978
23/06/20 12:41,1971982,152.17,309.5,66.7,36,4735,34.3152542594966
23/06/20 12:41,1972862,175.8,370.6,63.9,36,4740,37.1593219787612
23/06/20 12:41,1973118,51.2,144.2,32,36,4745,37.8813560374447
23/06/20 12:41,1973163,9.2,97,30.2,36,4750,37.8847457064984
23/06/20 12:41,1973749,116.6,247.4,43,36,4755,39.7288135850341
23/06/20 12:41,1974535,157.6,262,49.9,36,4760,42.2474576544608
23/06/20 12:41,1975211,135.29,297.4,58.6,36,4765,44.3728812900916
23/06/20 12:41,1975907,138.97,354.9,68.5,36,4770,46.5728813860737
23/06/20 12:42,1976543,127.2,377.6,62.5,36,4775,48.5932202668803
23/06/20 12:42,1977291,149.8,287.4,62.7,37,4780,50.9762713280621
23/06/20 12:42,1978092,160.2,307.4,65.3,37,4785,53.5457626324131
23/06/20 12:42,1979034,188.16,342.9,64.3,37,4790,56.5762712230563
23/06/20 12:42,1979994,192.2,276.2,62.2,37,4795,59.6745763098072
23/06/20 12:42,1980772,155.6,252.4,52.7,37,4800,62.1932202467006
23/06/20 12:42,1981417,128.77,252.7,50.7,37,4805,64.227118685635
23/06/20 12:42,1981895,95.78,202.8,39.4,37,4810,65.7016948177659
23/06/20 12:42,1982747,170.2,270.8,58.5,37,4815,68.4372883257245
23/06/20 12:42,1983412,133.2,277,54.3,37,4820,70.5220337936644
23/06/20 12:42,1984132,144,308,53.4,37,4825,72.8203390301795
23/06/20 12:42,1984911,155.8,332.2,57.5,37,4830,75.3118644555208
23/06/20 12:43,1985752,168.17,301.7,58.5,37,4835,78.0237286977876
23/06/20 12:43,1986375,124.6,215,46.6,37,4840,79.9932203907539
23/06/20 12:43,1987182,161.4,293,65.7,37,4845,82.5762710639138
23/06/20 12:43,1987963,156.2,288.4,57.7,37,4850,85.0644070159855
23/06/20 12:43,1988660,139.4,229,50.7,37,4855,87.288135463702
23/06/20 12:43,1989469,161.6,268.4,61.6,37,4860,89.8813559903737
23/06/20 12:43,1990322,170.8,354.6,62.4,37,4865,92.6135593819725
23/06/20 12:43,1990974,130.17,271.9,49,37,4870,94.6610170104162
23/06/20 12:43,1991733,151.57,268.9,56,37,4875,97.0813559950335
23/06/20 12:43,1992314,116.4,217.6,44.9,37,4880,98.8949151074968
23/06/20 12:43,1993011,139.4,298,56.5,37,4885,101.101695196133
23/06/20 12:43,1993702,138.2,320.6,63.7,38,4890,103.298304931472
23/06/20 12:44,1994354,130.37,354.3,119.1,38,4895,105.342372949532
23/06/20 12:44,1995092,147.57,284.3,69.7,38,4900,107.674576340872
23/06/20 12:44,1996052,192,371.8,69.9,38,4905,110.762711936091
23/06/20 12:44,1996882,166,336.4,63.1,38,4910,113.406779734413
23/06/20 12:44,1997572,138,266.6,55.5,38,4915,115.593220167466
23/06/20 12:44,1998263,138.17,310.5,64.3,38,4920,117.793220666234
23/06/20 12:44,1998950,137,322.8,58.5,38,4925,119.979660838923
23/06/20 12:44,1999621,134.6,352.8,72.3,38,4930,122.098305163767
23/06/20 12:44,2000357,146.97,334.1,56.6,38,4937,123.599326484216
23/06/20 12:44,2001122,153.2,220.8,49.4,38,4940,125.894915335715
23/06/20 12:44,2002013,178.2,346.4,63.7,38,4945,126.705084827765
23/06/20 12:44,2002785,153.8,305.6,58.4,38,4950,127.169491336729
23/06/20 12:45,2003480,139.57,272.3,54.6,38,4955,127.91525459266
23/06/20 12:45,2004140,131.97,302.5,59.3,38,4960,129.91525404452
23/06/20 12:45,2004834,138.8,378.6,63.8,38,4965,132.10508483126
23/06/20 12:45,2005535,140,311.4,57.2,38,4970,133.830508275998
23/06/20 12:45,2006383,169.8,312.2,62.6,38,4975,135.257627206181
23/06/20 12:45,2006539,31.2,112.2,34.3,38,4980,135.65423737593
23/06/20 12:45,2006585,9.2,86.8,29.3,38,4985,135.315254036507
23/06/20 12:45,2006941,71.2,169.8,41.1,38,4990,136.437288514641
23/06/20 12:45,2007763,164.2,365.2,62,38,4995,139.142372674896
23/06/20 12:45,2008411,129.8,234.2,48.7,38,5000,138.881356022086
23/06/20 12:45,2009204,158.54,325.7,61.2,38,5005,138.538982845283
23/06/20 12:45,2009784,115.85,404.8,61.9,38,5010,138.04067805544
23/06/20 12:46,2010482,139.6,366.2,58.6,38,5015,137.830508563779
23/06/20 12:46,2011332,170.2,239,60.9,38,5020,138.271186235511
23/06/20 12:46,2012253,184.2,228.4,62,38,5025,139.09152581015
23/06/20 12:46,2013182,185.76,388.1,65,38,5030,139.661016741923
23/06/20 12:46,2014110,185.49,204.9,57.6,38,5035,139.823728904052
23/06/20 12:46,2014999,177.56,220,73.3,38,5040,141.969491314769
23/06/20 12:46,2015683,136.92,334.6,54.5,38,5045,144.135593313622
23/06/20 12:46,2016477,158.31,186.9,54.3,38,5050,144.840678059841
23/06/20 12:46,2017338,172.33,206.5,56.2,38,5055,145.094915038945
23/06/20 12:46,2018279,188.4,199.4,59.8,38,5060,145.993220744579
23/06/20 12:46,2018324,9,91.6,30.9,38,5065,143.786440464615
23/06/20 12:46,2018367,8.6,90.2,29.5,38,5070,141.776271278197
23/06/20 12:47,2018409,8.4,85.8,29,38,5075,139.383050640641
23/06/20 12:47,2018453,8.8,88.2,29.6,38,5080,136.816949241089
23/06/20 12:47,2018498,9,89,29.9,38,5085,133.776271273019
23/06/20 12:47,2018868,73.99,189,41.2,38,5090,131.776270990911
23/06/20 12:47,2019822,190.8,192.4,59.5,38,5095,132.372881723688
23/06/20 12:47,2020541,143.8,281,71.9,38,5100,132.623728616772
23/06/20 12:47,2021181,127.92,319,50.3,38,5105,133.17288144212
23/06/20 12:47,2021677,99.2,348.6,57.5,38,5110,131.966101499104
23/06/20 12:47,2022029,70.14,206.8,40.9,38,5115,130.905084830483
23/06/20 12:47,2022722,138.74,311.1,53.7,38,5120,130.813559406695
23/06/20 12:47,2023421,139.69,326.3,54.6,38,5125,130.542372687657
23/06/20 12:47,2024207,157.23,309.1,58.2,38,5130,130.355932565542
23/06/20 12:48,2025026,163.67,314.5,72.8,38,5135,131.020338788643
23/06/20 12:48,2025662,126.87,157.6,55.7,38,5140,130.440678050522
23/06/20 12:48,2026142,96.2,168.4,52.3,38,5146,128.98310808944
23/06/20 12:48,2026743,119.98,124.6,40.2,38,5150,129.094915337786
23/06/20 12:48,2027522,156,205.6,50.8,38,5155,128.993220422466
23/06/20 12:48,2028421,179.8,239.8,60.4,38,5160,129.149152350741
23/06/20 12:48,2029327,180.8,193.8,59.9,38,5165,130.010169575667
23/06/20 12:48,2030321,199.2,288.8,68.3,38,5170,130.806779466926
23/06/20 12:48,2030816,99,109.6,43.1,38,5175,130.515254321756
23/06/20 12:48,2031732,183.2,170,60.6,36,5180,131.257626923884
23/06/20 12:48,2032372,128,256.6,51,38,5185,131.084745847549
23/06/20 12:48,2032958,116.8,398.2,52.6,38,5190,130.861017033845
23/06/20 12:49,2033731,154.97,341.1,65.1,38,5195,130.979660822601
23/06/20 12:49,2034531,159.94,259.1,58.6,38,5200,130.437288220011
23/06/20 12:49,2035451,183.96,229.4,59,38,5205,130.74237268736
23/06/20 12:49,2036344,178.36,253.7,59.3,38,5210,131.430508559637
23/06/20 12:49,2037323,195.8,182,63.7,38,5215,132.406779464552
23/06/20 12:49,2038063,148.17,233.6,52.2,38,5220,132.586440763775
23/06/20 12:49,2038734,134.2,369.8,85.3,38,5225,132.586440763775
23/06/20 12:49,2039534,159.8,331,76.1,38,5230,133.709897624522
23/06/20 12:49,2040288,151,320.6,74.2,38,5235,132.76610178084
23/06/20 12:49,2041132,168.8,214.6,64.4,38,5240,132.606779464255
23/06/20 12:49,2042106,194.76,181,58.4,38,5245,133.291525509994
23/06/20 12:49,2043050,188.76,247,59.9,38,5250,134.135593021308
23/06/20 12:50,2043704,130.57,289.9,46.6,38,5255,134.115254324086
23/06/20 12:50,2044492,157.77,374.7,62.6,38,5260,134.433898392089
23/06/20 12:50,2045304,162.4,412.6,74.2,38,5265,134.810169291494
23/06/20 12:50,2046024,143.6,195.2,48.6,38,5270,134.376271273408
23/06/20 12:50,2046922,180,211,57.9,38,5275,136.891525220609
23/06/20 12:50,2047681,151.8,159.8,49.4,38,5280,139.30847466643
23/06/20 12:50,2048611,186,213.8,61.6,38,5285,141.254237078542
23/06/20 12:50,2049331,143.97,178.2,50.6,38,5290,140.908474667466
23/06/20 12:50,2049942,122.2,274.4,52.4,38,5295,140.783050938571
23/06/20 12:50,2050768,165.2,267.4,68.3,38,5300,140.894915045177
23/06/20 12:50,2051542,154.8,270.4,64.5,38,5305,141.552542464493
23/06/20 12:50,2052321,155.57,213.4,53.5,38,5310,141.827118433624
23/06/20 12:51,2053161,168.2,314.8,62.4,38,5315,141.79322043075
23/06/20 12:51,2054161,200,244.2,59.9,38,5320,142.061016738362
23/06/20 12:51,2054988,165.4,234,56,38,5325,141.715254329005
23/06/20 12:51,2055621,126.4,283.2,54,38,5330,140.715254328358
23/06/20 12:51,2056248,125.6,322.8,64.6,38,5335,139.827118436592
23/06/20 12:51,2056837,117.6,227.6,54.3,38,5340,139.505084836049
23/06/20 12:51,2057035,39.79,127,35.6,38,5345,137.484745558712
23/06/20 12:51,2057078,8.77,92,30.1,38,5350,134.711864781034
23/06/20 12:51,2057348,53.98,137.3,31.6,38,5355,132.437287939083
23/06/20 12:51,2058708,271.57,362.2,54.9,38,5361,136.432432412686
23/06/20 12:51,2060208,299.94,262.9,39.6,38,5365,141.833898396878
23/06/20 12:51,2061223,202.96,265.9,47.6,38,5370,145.132203174483
23/06/20 12:52,2061941,143.6,183.6,52.4,38,5375,147.416949247949
23/06/20 12:52,2062677,147,182.8,52.7,38,5380,149.759321811685
23/06/20 12:52,2063399,144.4,244.8,58.6,38,5385,150.952542792255
23/06/20 12:52,2064082,136.75,280.9,57.4,38,5390,150.033898082464
23/06/20 12:52,2064882,160,280.2,69.5,38,5395,150.308474673549
23/06/20 12:52,2065762,176,207.8,53.9,38,5400,151.12203399611
23/06/20 12:52,2066443,135.69,206,49.8,38,5405,151.749152317207
23/06/20 12:52,2067020,115.6,203.8,51.3,38,5410,152.511864505484
23/06/20 12:52,2067662,128.57,216.2,53.2,38,5415,152.338982824807
23/06/20 12:52,2068364,140.4,206.8,56,38,5420,152.349152965627
23/06/20 12:52,2068922,111.6,210.8,55.1,38,5425,151.576270961532
23/06/20 12:52,2069568,129.2,213.2,52.2,38,5430,150.989830606194
23/06/20 12:53,2070413,168.73,231.3,59.1,38,5435,151.698305182923
23/06/20 12:53,2071372,191.8,189.2,58.5,38,5440,153.843536979284
23/06/20 12:53,2072102,146.2,204.6,54.3,38,5445,153.75932213341
23/06/20 12:53,2072741,127.8,217.8,58.5,38,5450,153.284745535268
23/06/20 12:53,2073273,106.4,287.4,66.4,38,5455,152.040678388498
23/06/20 12:53,2073773,100,328,64.1,38,5460,150.664406556105
23/06/20 12:53,2074172,79.77,309.7,52.6,38,5465,148.647457723322
23/06/20 12:53,2074742,114,223.2,59.9,38,5470,148.901695011622
23/06/20 12:53,2075371,125.77,200,56.4,38,5475,147.928813339825
23/06/20 12:53,2076142,154.2,264.2,70,38,5480,148.372881451958
23/06/20 12:53,2077063,184.2,226.2,65.3,38,5485,149.50847435443
23/06/20 12:53,2077760,139.4,158,52.3,38,5490,149.250847872273
23/06/20 12:54,2077988,45.6,119.2,36.9,38,5495,147.311864188198
23/06/20 12:54,2078197,41.6,111.6,34.5,38,5500,144.901695009033
23/06/20 12:54,2078405,41.8,135.6,36.7,38,5505,142.579661109225
23/06/20 12:54,2078610,40.79,107.4,33.2,38,5510,139.955931995723
23/06/20 12:54,2078811,40.17,101.9,33.1,38,5515,138.128813648718
23/06/20 12:54,2079022,42.4,101.6,33.1,38,5520,136.569491322782
23/06/20 12:54,2079236,42.59,113.4,35,38,5525,134.583051221354
23/06/20 12:54,2079660,85,207,44.9,38,5530,133.464406581626
23/06/20 12:54,2080196,107.18,243.4,58,38,5535,132.420339068752
23/06/20 12:54,2080937,148.2,204,58.9,38,5540,131.630508559766
23/06/20 12:54,2081761,164.8,257.4,63.2,38,5545,131.223728898486
23/06/20 12:54,2082610,169.8,238.2,77.3,38,5550,131.884745848066
23/06/20 12:55,2083180,113.8,146.2,45.9,38,5555,131.14576251727
23/06/20 12:55,2083549,73.94,125.1,41.4,38,5560,129.644068156785
23/06/20 12:55,2083616,13.4,72.8,25.2,38,5565,127.430508285495
23/06/20 12:55,2083645,5.8,86,30.8,38,5570,124.484745843277
23/06/20 12:55,2083741,19.2,100.4,36,37,5575,122.237288214704
23/06/20 12:55,2084273,106.4,192,46.1,37,5580,120.888135671458
23/06/20 12:55,2084882,121.62,284.3,92.5,37,5585,120.511864484774
23/06/20 12:55,2085412,106.14,269.4,65.9,37,5590,120.237287957185
23/06/20 12:55,2086012,120,194.2,51.5,37,5595,119.471186772591
23/06/20 12:55,2086598,117.2,162.6,44.6,37,5600,118.833898128759
23/06/20 12:55,2087258,131.57,163.8,47.6,37,5605,118.430508551223
23/06/20 12:55,2087972,143.2,241.6,56.1,37,5610,118.003389906879
23/06/20 12:56,2088743,154.2,138.6,50.2,37,5615,117.227118719936
23/06/20 12:56,2089362,123.78,138.2,45,37,5620,116.522033973717
23/06/20 12:56,2089809,89.29,269.1,43,37,5625,115.891525251769
23/06/20 12:56,2090262,90.71,244.3,52,37,5630,115.301695235583
23/06/20 12:56,2090841,115.8,321,56.6,37,5635,115.267796439135
23/06/20 12:56,2091462,124.2,262.4,57.5,37,5640,116.701694990782
23/06/20 12:56,2092101,127.8,251,51,37,5645,118.722033722145
23/06/20 12:56,2092931,165.8,291.8,61.5,37,5650,120.620339061115
23/06/20 12:56,2093683,150.6,270.2,56.6,37,5655,118.962585205855
23/06/20 12:56,2094492,161.8,159.2,52.9,37,5660,116.216948980099
23/06/20 12:56,2095142,130,107.2,40,37,5665,114.979661336384
23/06/20 12:56,2095791,129.2,218,59.2,37,5670,114.745762541604
23/06/20 12:57,2096417,125.8,351,71.3,37,5675,114.372881429953
23/06/20 12:57,2096995,115.6,282.2,57.2,37,5680,113.884745593729
23/06/20 12:57,2097705,141.8,206.2,53,37,5685,113.976271260205
23/06/20 12:57,2098522,163.57,243.4,60.3,37,5690,114.033898378886
23/06/20 12:57,2099091,113.8,268.2,62.8,37,5695,112.97966084931
23/06/20 12:57,2099863,154.37,262.5,53.8,37,5700,113.288135907955
23/06/20 12:57,2100621,151.6,105.2,43.2,37,5705,113.901694746247
23/06/20 12:57,2101373,150.4,126.2,46.3,37,5710,114.274576345144
23/06/20 12:57,2102048,135,183.2,56.7,37,5715,114.183050678033
23/06/20 12:57,2102864,163.2,203.4,56,37,5720,115.057627193108
23/06/20 12:57,2103586,144.4,193.4,52,37,5725,115.315254311919
